SKU;ABC Class;XYZ Class;Average Unit Cost;Stock Cost;Order Cost;Total Cost;Total Ordered Units;Total Demand;Total Stockout;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Average Daily Demand;Stock Coverage (days);Stockout Days;Total Days
LRXD46HHJ;C;Z;3,47;16,22;17179,8;17196,02;4752,0;2262,0;0,0;0,0;100,0;100,0;442,94;11,42;38,77;0;198
LSBZ21FSZ;C;Z;14,18;72,73;58627,33;58700,06;4092,0;1812,0;168,0;9,27;97,47;90,73;481,15;9,15;52,58;5;198
LSFB10SHE;B;X;0,65;17,4;49551,76;49569,16;61600,0;56397,0;3410,0;6,05;96,46;93,95;2718,11;284,83;9,54;7;198
LSMK82MQK;C;Z;2,89;26,71;4744,43;4771,15;1560,0;2065,0;0,0;0,0;100,0;100,0;862,07;10,43;82,66;0;198
LSPR09XAJ;B;X;3,38;253,23;194293,39;194546,62;55104,0;44340,0;144,0;0,32;99,49;99,68;7137,09;223,94;31,87;1;198
LSUN03GBQ;C;Z;22,72;14,98;6586,47;6601,45;288,0;234,0;84,0;35,9;98,99;64,1;61,52;1,18;52,05;2;198
LTYN44KDO;A;X;0,75;33,45;83278,8;83312,25;92532,0;72414,0;0,0;0,0;100,0;100,0;4476,12;365,73;12,24;0;198
LUHW74HQL;B;Y;0,57;10,31;19860,81;19871,12;27648,0;30852,0;5796,0;18,79;92,93;81,21;1798,36;155,82;11,54;14;198
LULZ04TCK;C;Z;2,38;12,47;29976,6;29989,07;11844,0;15480,0;3312,0;21,4;97,98;78,6;544,36;78,18;6,96;4;198
LVGX48XXV;C;Y;2,32;11,42;9236,08;9247,49;3744,0;5238,0;0,0;0,0;100,0;100,0;480,61;26,45;18,17;0;198
LVIE94LLN;C;X;5,14;120,71;14230,11;14350,82;2688,0;800,0;0,0;0,0;100,0;100,0;2166,99;4,04;536,33;0;198
LWBN71ASR;C;;2,18;2,18;0,0;2,18;0,0;1668,0;504,0;30,22;98,48;69,78;98,12;8,42;11,65;3;198
LXQH58ATM;C;X;1,51;5,46;16807,82;16813,28;10140,0;15190,0;6330,0;41,67;82,83;58,33;378,43;76,72;4,93;34;198
LYAF85GJO;B;Z;1,04;14,81;17553,24;17568,05;14784,0;14616,0;2548,0;17,43;95,45;82,57;1377,09;73,82;18,66;9;198
LYKH25DMM;A;X;1,19;304,39;221303,29;221607,69;165120,0;143520,0;0,0;0,0;100,0;100,0;24296,73;724,85;33,52;0;198
LYVK73MWN;C;Z;2,65;21,73;11828,68;11850,41;4224,0;2886,0;0,0;0,0;100,0;100,0;770,3;14,58;52,85;0;198
LZYP73ZDE;C;Z;2,17;4,58;6421,8;6426,38;2772,0;3432,0;1506,0;43,88;94,95;56,12;204,61;17,33;11,8;10;198
MAAY06FLG;A;Y;1,1;42,9;101037,18;101080,07;80640,0;70192,0;11200,0;15,96;94,95;84,04;3882,67;354,51;10,95;10;198
MAHC72OET;C;Z;5,96;12,35;0,0;12,35;0,0;603,0;0,0;0,0;100,0;100,0;194,0;3,05;63,7;0;198
MAYF53EST;A;X;0,56;143,22;413918,4;414061,62;586656,0;417442,0;0,0;0,0;100,0;100,0;25869,03;2108,29;12,27;0;198
MBAG73WMW;C;;2,18;19,6;28836,4;28856,01;12350,0;2220,0;0,0;0,0;100,0;100,0;838,13;11,21;74,75;0;198
MBRL60OFJ;C;Y;2,83;3,3;2574,54;2577,84;864,0;712,0;0,0;0,0;100,0;100,0;111,07;3,6;30,89;0;198
MBSN01KPS;B;X;0,95;24,35;37293,53;37317,88;33840,0;26803,0;0,0;0,0;100,0;100,0;2492,78;135,37;18,41;0;198
MBYU55EVN;C;Y;4,25;44,4;66501,19;66545,59;15120,0;14570,0;0,0;0,0;100,0;100,0;1036,82;73,59;14,09;0;198
MCZW64IRZ;B;Y;3,87;24,57;32386,61;32411,19;8064,0;9214,0;1512,0;16,41;92,93;83,59;624,73;46,54;13,42;14;198
MDRQ38RWY;C;X;4,22;88,09;40921,41;41009,5;9367,79;7308,0;0,0;0,0;100,0;100,0;1961,63;36,91;53,15;0;198
MEJO06MVQ;C;Y;16,19;27,15;0,0;27,15;0,0;272,0;0,0;0,0;100,0;100,0;155,94;1,37;113,51;0;198
MEVM68SLX;B;Y;2,39;50,38;26725,12;26775,51;10520,0;8820,0;0,0;0,0;100,0;100,0;1987,27;44,55;44,61;0;198
MFAZ29XEC;B;Z;2,11;41,76;133522,25;133564,01;59094,0;63337,5;873,0;1,38;99,49;98,62;2140,09;319,89;6,69;1;198
MFVK62VMT;A;X;3,68;1143,69;707331,43;708475,12;184800,0;156775,0;0,0;0,0;100,0;100,0;29456,57;791,79;37,2;0;198
MGKX79APY;B;X;6,81;95,08;150323,55;150418,63;21600,0;20141,0;1761,0;8,74;95,45;91,26;1379,8;101,72;13,56;9;198
MHBO06YHH;C;Z;6,51;72,87;52249,62;52322,49;7840,0;8880,0;340,0;3,83;99,49;96,17;1074,14;44,85;23,95;1;198
MHHF58KTG;A;X;1,35;90,64;153309,45;153400,09;101952,0;100576,5;0,0;0,0;100,0;100,0;6679,18;507,96;13,15;0;198
MHLH51IJO;B;X;1,06;63,36;40466,74;40530,1;33534,0;27128,5;0,0;0,0;100,0;100,0;5663,58;137,01;41,34;0;198
MHNU33NWE;B;Y;1,49;78,52;91825,79;91904,31;56160,0;65010,5;0,0;0,0;100,0;100,0;5201,41;328,34;15,84;0;198
MIMJ13URY;B;Y;1,37;36,69;65768,28;65804,97;43200,0;32230,0;860,0;2,67;98,48;97,33;2622,63;162,78;16,11;3;198
MIOW11PHB;C;Y;2,02;25,47;9034,43;9059,91;4160,0;3230,0;0,0;0,0;100,0;100,0;1177,58;16,31;72,19;0;198
MIOZ07QEK;C;Y;2,75;14,89;8356,97;8371,85;2880,0;2480,0;410,0;16,53;98,99;83,47;509,09;12,53;40,65;2;198
MISB47RTN;C;Z;0,14;1,25;4849,93;4851,17;16800,0;16400,0;3500,0;21,34;97,98;78,66;892,93;82,83;10,78;4;198
MJRT90BHR;B;X;1,4;30,12;32044,34;32074,47;20655,0;36019,0;12960,0;35,98;89,39;64,02;2097,78;181,91;11,53;21;198
MKDM97KXO;C;Y;3,75;21,33;15170,51;15191,84;3888,0;5251,0;46,0;0,88;98,99;99,12;550,24;26,52;20,75;2;198
MKEN94UKK;B;X;3,59;59,86;77012,6;77072,46;20592,0;20152,0;0,0;0,0;100,0;100,0;1638,71;101,78;16,1;0;198
MKXI01ECP;C;Y;2,51;27,91;41716,48;41744,39;15680,0;13670,0;0,0;0,0;100,0;100,0;1093,79;69,04;15,84;0;198
MKYB62KWD;C;Z;1,14;24,17;11385,23;11409,4;8826,0;5138,0;234,0;4,55;98,48;95,45;1978,83;25,95;76,26;3;198
MLDY90UPK;C;Y;0,32;4,81;0,0;4,81;0,0;4462,5;15,0;0,34;99,49;99,66;1401,14;22,54;62,17;1;198
MLEA68ODH;C;Z;15,17;47,87;66163,03;66210,91;4320,0;3693,0;126,0;3,41;98,48;96,59;308,97;18,65;16,57;3;198
MLGU82ZFZ;B;X;2,42;31,58;47828,57;47860,15;18600,0;14368,0;0,0;0,0;100,0;100,0;1274,61;72,57;17,56;0;198
MLSC37MTJ;A;Y;1,87;167,77;151784,86;151952,64;75060,0;91207,0;0,0;0,0;100,0;100,0;8720,42;460,64;18,93;0;198
MMPI12KCY;B;Y;2,06;23,19;52505,67;52528,86;23736,0;26850,0;432,0;1,61;97,98;98,39;1170,06;135,61;8,63;4;198
MNAV39YDU;C;;7,09;10,02;12154,98;12165,0;1680,0;518,0;0,0;0,0;100,0;100,0;133,0;2,62;50,84;0;198
MNCQ75VZR;B;Y;2,85;49,75;64152,0;64201,75;21384,0;25295,0;0,0;0,0;100,0;100,0;1736,73;127,75;13,59;0;198
MNFW77IYU;C;Z;3,95;240,06;59965,23;60205,29;14640,0;6957,0;0,0;0,0;100,0;100,0;5642,55;35,14;160,59;0;198
MNRH05XPC;B;Z;4,4;49,94;96325,81;96375,75;21150,0;36846,0;14142,0;38,38;84,85;61,62;1159,79;186,09;6,23;30;198
MOAI77YMM;B;Y;2,11;24,95;41288,73;41313,68;18240,0;17104,0;2910,0;17,01;95,96;82,99;1159,75;86,38;13,43;8;198
MOGA21LTV;A;Y;0,69;576,14;795197,11;795773,25;947052,0;710587,0;0,0;0,0;100,0;100,0;80589,06;3588,82;22,46;0;198
MOHW42CXR;B;X;2,44;80,6;132341,96;132422,56;51120,0;44765,0;2625,0;5,86;96,46;94,14;3259,09;226,09;14,42;7;198
MORI03WMN;C;Z;4,79;46,48;22752,79;22799,27;4608,0;4314,0;0,0;0,0;100,0;100,0;916,71;21,79;42,07;0;198
MOZC48RPA;B;X;2,85;33,56;68617,78;68651,33;22870,0;19460,0;600,0;3,08;99,49;96,92;1180,35;98,28;12,01;1;198
MPGM56CTS;C;Y;0,64;6,54;10443,37;10449,91;13248,0;9396,0;648,0;6,9;96,97;93,1;988,97;47,45;20,84;6;198
MPMW69CPO;B;X;2,48;23,08;20586,76;20609,84;7840,0;9415,0;1190,0;12,64;96,46;87,36;900,66;47,55;18,94;7;198
MPWQ73JLN;A;Y;1,49;113,99;164226,9;164340,88;100440,0;81394,5;0,0;0,0;100,0;100,0;7485,76;411,08;18,21;0;198
MPYY59YYQ;A;Z;0,64;21,92;18668,57;18690,49;23760,0;147354,0;103090,0;69,96;83,84;30,04;3401,62;744,21;4,57;32;198
MRBB37NUI;C;X;2,71;39,33;9738,57;9777,9;3400,0;4090,0;350,0;8,56;97,98;91,44;1354,49;20,66;65,57;4;198
MRKC36JHH;C;Y;5,47;20,93;0,0;20,93;0,0;422,9;0,0;0,0;100,0;100,0;354,59;2,14;166,02;0;198
MRMB80NKX;C;Z;5,1;63,26;70589,43;70652,69;13440,0;11470,0;0,0;0,0;100,0;100,0;1200,76;57,93;20,73;0;198
MRNN94QXK;C;Y;1,07;7,05;12014,12;12021,18;9856,0;8128,0;992,0;12,2;96,46;87,8;644,28;41,05;15,69;7;198
MSBK28GYZ;C;;3,38;3,18;7059,85;7063,03;1998,0;2016,0;18,0;0,89;99,49;99,11;96,82;10,18;9,51;1;198
MSHE22FDO;B;Z;1,51;58,07;53466,76;53524,84;32256,0;29170,0;1092,0;3,74;97,98;96,26;3692,24;147,32;25,06;4;198
MSLK88FHT;C;Y;3,33;25,95;32088,64;32114,6;9216,0;9659,0;306,0;3,17;98,48;96,83;765,24;48,78;15,69;3;198
MSQY69JRS;B;X;2,06;27,91;45570,0;45597,91;20580,0;17790,0;0,0;0,0;100,0;100,0;1336,11;89,85;14,87;0;198
MSWA43XOD;C;Y;0,76;0,45;2156,4;2156,85;2376,0;11748,0;9020,0;76,78;59,6;23,22;68,67;59,33;1,16;80;198
MTMV60ISB;B;X;6,84;85,01;141975,02;142060,03;20304,0;16674,0;0,0;0,0;100,0;100,0;1229,33;84,21;14,6;0;198
MTQU47IBB;C;X;2,12;33,38;44957,23;44990,62;19800,0;15371,0;161,0;1,05;99,49;98,95;1527,91;77,63;19,68;1;198
MUQB05WBT;A;X;1,05;30,67;125056,6;125087,27;104640,0;127380,0;11500,0;9,03;91,92;90,97;3290,4;643,33;5,11;16;198
MUZS01PYY;C;Y;0,83;6,49;4999,11;5005,6;5120,0;3600,0;80,0;2,22;99,49;97,78;741,82;18,18;40,8;1;198
MWHY10BHE;C;Y;2,28;2,03;1431,62;1433,65;588,0;420,0;0,0;0,0;100,0;100,0;84,0;2,12;39,6;0;198
MWKH94BHD;C;Y;4,89;36,15;33856,11;33892,27;6720,0;6785,0;200,0;2,95;98,48;97,05;715,0;34,27;20,87;3;198
MWTY70MDV;B;X;2,64;104,24;144350,54;144454,78;51744,0;45533,0;0,0;0,0;100,0;100,0;3869,66;229,96;16,83;0;198
MWVQ22ECM;C;Z;1,47;18,68;9257,22;9275,9;5700,0;20250,0;11830,0;58,42;89,39;41,58;1210,51;102,27;11,84;21;198
MWWM02DRD;A;Y;1,45;60,36;67499,61;67559,97;42120,0;37538,5;0,0;0,0;100,0;100,0;4019,82;189,59;21,2;0;198
MWYD62PDJ;C;Z;6,61;5,53;40886,26;40891,79;6048,0;2100,0;380,0;18,1;96,97;81,9;85,84;10,61;8,09;6;198
MXMM62OKY;C;Y;3,28;28,7;32080,2;32108,9;9360,0;6994,0;0,0;0,0;100,0;100,0;842,37;35,32;23,85;0;198
MXXW83CJH;B;X;11,17;351,66;473740,09;474091,75;41832,0;30936,0;0,0;0,0;100,0;100,0;3056,79;156,24;19,56;0;198
MYDL83HLP;C;Z;21,58;68,59;60831,51;60900,1;2800,0;2590,0;90,0;3,47;97,98;96,53;305,66;13,08;23,37;4;198
MYWA59SUE;C;X;1,62;15,05;25069,07;25084,12;14160,0;11077,5;885,0;7,99;94,95;92,01;907,44;55,95;16,22;10;198
MZIW94PEE;C;;3,05;0,63;690,72;691,34;216,0;33,0;0,0;0,0;100,0;100,0;19,19;0,17;115,12;0;198
NARO61RJA;C;Y;4,03;3,66;1673,73;1677,39;400,0;444,0;0,0;0,0;100,0;100,0;85,79;2,24;38,26;0;198
NBCZ41AGI;A;Z;0,59;221,19;466300,02;466521,21;626760,0;653172,0;34728,0;5,32;95,45;94,68;37447,03;3298,85;11,35;9;198
NBGM84TGC;A;Y;1,79;206,01;300873,04;301079,05;154980,0;158613,5;0,0;0,0;100,0;100,0;11400,82;801,08;14,23;0;198
NBUG63UKA;C;Y;10,06;37,86;0,0;37,86;0,0;7029,5;1271,5;18,09;94,95;81,91;375,8;35,5;10,59;10;198
NBUV33LMI;B;Z;1,44;14,94;38208,7;38223,63;24000,0;27942,0;4860,0;17,39;94,95;82,61;1071,21;141,12;7,59;10;198
NCJS06QHU;A;X;0,7;448,95;556461,82;556910,77;655200,0;616010,0;7840,0;1,27;98,99;98,73;62245,66;3111,16;20,01;2;198
NCLE79UWG;B;X;1,92;69,95;82135,86;82205,81;39600,0;30305,0;3100,0;10,23;96,97;89,77;3488,08;153,06;22,79;6;198
NDIF14AEF;C;X;3,23;33,0;38886,5;38919,5;11520,0;9954,0;54,0;0,54;99,49;99,46;993,0;50,27;19,75;1;198
NDPV02QDG;C;Z;2,05;3,71;6092,7;6096,42;2772,0;3630,0;1620,0;44,63;94,95;55,37;177,33;18,33;9,67;10;198
NEIE61DEC;B;Y;3,51;50,88;79144,23;79195,1;21600,0;22925,0;0,0;0,0;100,0;100,0;1450,21;115,78;12,53;0;198
NEJL20TBW;C;;7,2;7,47;31738,91;31746,38;4320,0;4608,0;2016,0;43,75;96,46;56,25;108,79;23,27;4,67;7;198
NENR72FLZ;B;X;3,38;44,13;73847,28;73891,41;20944,0;19950,0;756,0;3,79;97,98;96,21;1301,79;100,76;12,92;4;198
NEOY93OUG;C;X;2,87;12,37;14888,53;14900,91;4928,0;4196,0;88,0;2,1;99,49;97,9;417,98;21,19;19,72;1;198
NFFX69OGX;C;Z;4,16;9,67;9100,8;9110,47;2112,0;4065,0;0,0;0,0;100,0;100,0;234,82;20,53;11,44;0;198
NFMC41YMF;C;Y;2,44;7,52;3352,8;3360,32;1296,0;1360,0;0,0;0,0;100,0;100,0;291,39;6,87;42,42;0;198
NGCC10KWD;C;X;0,45;5,76;3586,57;3592,33;6000,0;5525,0;0,0;0,0;100,0;100,0;1214,14;27,9;43,51;0;198
NGCY45VZD;C;X;8,32;75,02;79274,0;79349,02;9360,0;7760,0;10,0;0,13;99,49;99,87;870,25;39,19;22,2;1;198
NGDG05BJP;B;Y;2,01;21,25;38048,5;38069,75;17640,0;15193,5;693,0;4,56;96,46;95,44;1049,36;76,73;13,68;7;198
NGOK11DRI;C;Z;8,08;9,83;15556,37;15566,2;1890,0;13695,0;11430,0;83,46;82,83;16,54;123,56;69,17;1,79;34;198
NHEN94OVX;B;X;1,46;43,17;65045,65;65088,82;40320,0;37378,0;4500,0;12,04;95,96;87,96;2885,35;188,78;15,28;8;198
NHHB37KVY;A;X;0,54;435,6;452432,84;452868,43;654660,0;546525,0;0,0;0,0;100,0;100,0;76960,91;2760,23;27,88;0;198
NHJZ65BMT;A;X;3,28;457,84;797563,24;798021,07;232704,0;176209,0;1752,0;0,99;98,99;99,01;13757,21;889,94;15,46;2;198
NHRU35IVR;B;Y;2,98;53,41;78065,19;78118,6;24960,0;26705,0;4330,0;16,21;96,46;83,79;1766,21;134,87;13,1;7;198
NHUG86SLH;C;Z;2,14;2,91;2496,0;2498,91;1092,0;864,0;54,0;6,25;98,48;93,75;129,64;4,36;29,71;3;198
NIDC70QAJ;C;Z;4,37;9,04;9551,02;9560,06;2112,0;6680,0;5096,0;76,29;81,82;23,71;198,59;33,74;5,89;36;198
NIHH69ZUD;C;Y;0,62;0,0;0,0;0,0;0,0;240,0;240,0;100,0;99,49;0,0;0,0;1,21;0,0;1;198
NIKK25LMM;B;X;7,24;119,09;124492,07;124611,16;16848,0;13770,0;0,0;0,0;100,0;100,0;1585,85;69,55;22,8;0;198
NITU51JKU;A;Y;0,88;27,26;51535,06;51562,32;49920,0;45376,0;576,0;1,27;98,48;98,73;3074,1;229,17;13,41;3;198
NJDY11OBT;C;Z;3,67;41,57;16778,99;16820,56;4393,42;3260,0;970,0;29,75;94,95;70,25;1055,79;16,46;64,12;10;198
NJRC95VRS;B;X;2,36;28,75;50021,29;50050,04;19968,0;15948,0;0,0;0,0;100,0;100,0;1205,76;80,55;14,97;0;198
NJTC91QCL;C;;12,39;10,47;7582,29;7592,76;604,8;308,0;0,0;0,0;100,0;100,0;79,44;1,56;51,07;0;198
NKER28VYI;C;X;4,99;5,44;6047,88;6053,32;1176,0;1038,0;0,0;0,0;100,0;100,0;105,72;5,24;20,17;0;198
NKFF82VWO;C;Z;1,71;8,07;8015,67;8023,74;4320,0;6730,0;0,0;0,0;100,0;100,0;470,1;33,99;13,83;0;198
NKPY49FBU;C;Y;4,03;104,54;19206,07;19310,61;4590,0;4680,0;0,0;0,0;100,0;100,0;2412,12;23,64;102,05;0;198
NKTT36EWT;B;Y;0,63;32,5;83745,25;83777,74;107200,0;89500,0;0,0;0,0;100,0;100,0;5197,17;452,02;11,5;0;198
NKVG41SOL;C;Z;0,64;118,37;0,0;118,37;0,0;6252,0;0,0;0,0;100,0;100,0;17071,88;31,58;540,66;0;198
NLGF42EAP;C;Y;4,54;26,97;24276,85;24303,82;5178,0;6264,0;612,0;9,77;97,47;90,23;576,24;31,64;18,21;5;198
NLJX03TOS;C;Y;3,59;4,38;2151,38;2155,75;576,0;516,0;0,0;0,0;100,0;100,0;115,09;2,61;44,16;0;198
NLNH69GOS;C;Y;2,96;35,13;62086,27;62121,39;19992,0;7725,0;570,0;7,38;96,46;92,62;1131,61;39,02;29,0;7;198
NLPZ29UNR;B;X;1,02;21,7;42714,11;42735,81;36468,0;30106,0;0,0;0,0;100,0;100,0;2110,48;152,05;13,88;0;198
NMBK49AWK;C;Z;2,81;15,53;14207,32;14222,85;4800,0;4335,0;10,0;0,23;99,49;99,77;531,16;21,89;24,26;1;198
NMIJ45NVB;A;X;0,97;64,32;177420,72;177485,04;158268,0;114919,0;0,0;0,0;100,0;100,0;6685,7;580,4;11,52;0;198
NMTQ54VSX;C;Z;3,68;0,75;0,0;0,75;0,0;148,0;60,0;40,54;98,48;59,46;19,21;0,75;25,7;3;198
NMUJ11GLO;B;X;12,84;255,98;791420,91;791676,9;60912,0;47853,0;0,0;0,0;100,0;100,0;2078,85;241,68;8,6;0;198
NNFA52OGB;C;Z;2,93;2,67;3330,53;3333,2;1080,0;5060,0;4000,0;79,05;76,77;20,95;89,33;25,56;3,5;46;198
NNSZ64KZL;B;Y;2,23;73,27;89157,49;89230,76;37440,0;38244,0;15025,0;39,29;89,39;60,71;3143,74;193,15;16,28;21;198
NNZC05SSP;B;X;2,06;89,06;123875,86;123964,92;56000,0;45980,0;0,0;0,0;100,0;100,0;4213,13;232,22;18,14;0;198
NOBV42YQP;B;Y;2,01;54,89;75144,43;75199,32;34830,0;35280,0;0,0;0,0;100,0;100,0;2698,5;178,18;15,14;0;198
NOFX62GPW;C;Z;4,99;31,68;14317,71;14349,4;2784,0;2952,0;0,0;0,0;100,0;100,0;599,82;14,91;40,23;0;198
NPLP04OHI;B;Y;1,72;75,38;134239,72;134315,1;71892,0;78620,0;4710,0;5,99;94,95;94,01;4419,21;397,07;11,13;10;198
NPSA07LSP;A;Y;1,94;172,05;235892,02;236064,07;113124,0;121068,0;0,0;0,0;100,0;100,0;8805,64;611,45;14,4;0;198
NPTA45ZLH;B;X;10,87;364,19;479270,3;479634,49;43488,0;32096,0;0,0;0,0;100,0;100,0;3250,02;162,1;20,05;0;198
NPZK34EXO;B;Z;1,2;97,24;63978,49;64075,73;47424,0;8684,0;0,0;0,0;100,0;100,0;7518,99;43,86;171,44;0;198
NQIU74UNR;C;Z;1,83;26,82;0,0;26,82;0,0;1710,0;0,0;0,0;100,0;100,0;1362,0;8,64;157,71;0;198
NQIW94FGS;C;;6,99;51,69;0,0;51,69;0,0;4230,0;0,0;0,0;100,0;100,0;703,33;21,36;32,92;0;198
NQMP00STU;C;X;1,28;18,48;5792,73;5811,21;4050,0;4605,0;0,0;0,0;100,0;100,0;1354,02;23,26;58,22;0;198
NQWD58ZEO;B;X;6,24;154,3;212658,6;212812,9;33264,0;24038,0;54,0;0,22;98,99;99,78;2399,18;121,4;19,76;2;198
NRFD15RAT;C;;7,35;8,9;26792,67;26801,56;3572,0;3424,0;1484,0;43,34;97,98;56,66;121,37;17,29;7,02;4;198
NRJJ85SMA;C;Z;3,05;4,52;5383,43;5387,95;1680,0;1776,0;816,0;45,95;95,45;54,05;141,33;8,97;15,76;9;198
NRTS61JMS;A;X;7,09;8103,37;3500633,87;3508737,25;483840,0;436160,0;0,0;0,0;100,0;100,0;107621,41;2202,83;48,86;0;198
NSAI04LSN;B;Y;3,47;58,02;75920,83;75978,85;21000,0;19560,0;0,0;0,0;100,0;100,0;1641,97;98,79;16,62;0;198
NSEV58UMV;B;X;1,02;36,67;70393,85;70430,52;60060,0;45180,0;0,0;0,0;100,0;100,0;3535,07;228,18;15,49;0;198
NSJX60UWP;C;X;3,01;4,85;1518,91;1523,76;480,0;350,0;10,0;2,86;99,49;97,14;150,15;1,77;84,94;1;198
NSOJ07IHM;B;X;4,07;47,16;121622,19;121669,35;28800,0;21776,0;48,0;0,22;99,49;99,78;1177,05;109,98;10,7;1;198
NSQG60TOF;B;X;2,14;48,95;78294,86;78343,81;34254,0;29698,0;234,0;0,79;98,99;99,21;2261,55;149,99;15,08;2;198
NSSK99QQC;C;Y;4,82;14,71;6157,35;6172,06;1240,0;1040,0;104,0;10,0;97,47;90,0;286,26;5,25;54,5;5;198
NSVJ69ESC;C;Y;3,84;20,66;31163,32;31183,98;7812,0;21654,0;14478,0;66,86;73,74;33,14;532,15;109,36;4,87;52;198
NSVQ56AZP;C;X;3,51;22,28;5862,54;5884,81;1600,0;1760,0;0,0;0,0;100,0;100,0;593,18;8,89;66,73;0;198
NTPV16BAP;B;Z;1,98;37,27;58510,09;58547,36;27486,0;48324,0;20280,0;41,97;88,38;58,03;1877,79;244,06;7,69;23;198
NVAF33VTB;C;Z;7,09;39,76;6424,77;6464,53;888,0;276,0;6,0;2,17;99,49;97,83;518,61;1,39;372,04;1;198
NVCV98FME;B;Z;3,1;0,0;0,0;0,0;0,0;19896,0;19872,0;99,88;87,88;0,12;0,24;100,48;0,0;24;198
NVXN46JYS;B;Y;3,68;494,58;265249,29;265743,87;69300,0;60570,0;0,0;0,0;100,0;100,0;12701,82;305,91;41,52;0;198
NWWH86HLY;B;X;2,66;111,32;181702,89;181814,21;64680,0;58107,0;0,0;0,0;100,0;100,0;4152,06;293,47;14,15;0;198
NXDY16VYU;B;Z;1,36;43,15;50074,7;50117,85;33096,0;47877,0;0,0;0,0;100,0;100,0;3159,7;241,8;13,07;0;198
NXYS27FUK;C;Y;1,9;16,92;18579,09;18596,01;9072,0;8085,0;1164,0;14,4;96,46;85,6;856,85;40,83;20,98;7;198
NXZZ07FXR;B;Y;2,39;46,11;82919,01;82965,13;32640,0;30085,0;1950,0;6,48;96,46;93,52;1920,2;151,94;12,64;7;198
NYBT56WPU;C;Y;2,62;20,48;15536,9;15557,38;5616,0;6633,0;636,0;9,59;96,46;90,41;751,73;33,5;22,44;7;198
NYDJ17UUS;C;X;3,7;27,48;11077,33;11104,81;2880,0;2688,0;0,0;0,0;100,0;100,0;698,79;13,58;51,47;0;198
NYOU12MMK;C;Z;2,55;41,38;23564,88;23606,27;8736,0;6736,0;288,0;4,28;97,98;95,72;1529,94;34,02;44,97;4;198
NYSA66KDE;C;Y;17,48;311,78;274958,18;275269,96;15600,0;10460,0;2920,0;27,92;96,46;72,08;1682,53;52,83;31,85;7;198
NZHF31NTS;C;Z;2,87;0,0;0,0;0,0;0,0;10,0;10,0;100,0;99,49;0,0;0,0;0,05;0,0;1;198
NZZQ39MJY;B;Y;1,78;61,41;86635,29;86696,7;44922,0;47737,5;0,0;0,0;100,0;100,0;3423,55;241,1;14,2;0;198
OARZ53PII;B;Y;1,83;58,22;118605,84;118664,07;59904,0;73643,0;7245,0;9,84;97,47;90,16;3267,86;371,93;8,79;5;198
OAWY81YIY;C;Y;6,16;17,78;26239,34;26257,12;4160,0;5442,0;892,0;16,39;94,44;83,61;289,13;27,48;10,52;11;198
OBVA40KRF;C;Z;2,99;4,37;0,0;4,37;0,0;460,0;220,0;47,83;99,49;52,17;135,76;2,32;58,43;1;198
OCRR18LTC;B;X;3,05;110,05;201558,13;201668,18;62900,0;53005,0;0,0;0,0;100,0;100,0;3588,64;267,7;13,41;0;198
ODFO56LOB;C;Z;4,64;15,76;0,0;15,76;0,0;680,0;16,0;2,35;99,49;97,65;316,57;3,43;92,18;1;198
ODLY66OLX;C;Z;2,05;2,47;395,63;398,1;180,0;24,0;0,0;0,0;100,0;100,0;111,45;0,12;919,5;0;198
ODVZ52SIC;C;Z;3,68;169,99;22965,31;23135,3;6000,0;1194,0;0,0;0,0;100,0;100,0;4266,61;6,03;707,53;0;198
OEDA87HTT;C;Y;3,49;11,37;9433,61;9444,98;2592,0;2526,0;0,0;0,0;100,0;100,0;313,07;12,76;24,54;0;198
OEGN51RLI;B;Y;3,15;131,72;98973,74;99105,46;29952,0;33479,0;0,0;0,0;100,0;100,0;4017,98;169,09;23,76;0;198
OELH53NFL;C;Y;8,21;45,68;67333,47;67379,15;8052,0;6372,0;216,0;3,39;97,47;96,61;543,76;32,18;16,9;5;198
OESV30XOR;B;Y;2,09;36,21;28800,16;28836,38;12852,0;16947,0;0,0;0,0;100,0;100,0;1682,0;85,59;19,65;0;198
OEUK21CZR;C;Y;1,21;0,07;0,0;0,07;0,0;1853,0;1530,0;82,57;90,91;17,43;7,11;9,36;0,76;18;198
OFEE62JBT;C;Y;2,89;1,96;1338,17;1340,14;440,0;500,0;150,0;30,0;95,45;70,0;64,34;2,53;25,48;9;198
OFHD37DEG;C;Z;2,17;4,12;5782,4;5786,52;2496,0;22096,0;22096,0;100,0;83,33;0,0;175,31;111,6;1,57;33;198
OFMQ74MKV;C;Y;6,01;156,52;17290,31;17446,84;2808,0;8433,0;1962,0;23,27;95,45;76,73;2434,18;42,59;57,15;9;198
OFVG94ROB;C;Y;2,24;30,99;29545,51;29576,5;12372,0;13161,0;0,0;0,0;100,0;100,0;1342,73;66,47;20,2;0;198
OGDL64ICT;C;Z;0,71;4,2;0,0;4,2;0,0;2382,0;612,0;25,69;83,84;74,31;556,85;12,03;46,29;32;198
OHED19NYE;B;Y;3,89;229,99;283861,91;284091,9;70200,0;69852,0;0,0;0,0;100,0;100,0;5797,21;352,79;16,43;0;198
OHNH79XLK;C;Z;37,14;23,44;10738,29;10761,73;288,0;288,0;48,0;16,67;98,48;83,33;59,39;1,45;40,83;3;198
